# Mapping of demand for final fuels in GCAM-China (byu version) with detailed industry,,,,,,,,,,,,,,
sector,input,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,unit_conv
resid_rural hot water_cooking modern_d1,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural hot water_cooking modern_d2,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural hot water_cooking modern_d3,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural hot water_cooking modern_d4,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural hot water_cooking modern_d5,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural hot water_cooking modern_d6,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural hot water_cooking modern_d7,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural hot water_cooking modern_d8,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural hot water_cooking modern_d9,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural hot water_cooking modern_d10,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural hot water_cooking modern_d1,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_rural hot water_cooking modern_d2,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_rural hot water_cooking modern_d3,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_rural hot water_cooking modern_d4,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_rural hot water_cooking modern_d5,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_rural hot water_cooking modern_d6,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_rural hot water_cooking modern_d7,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_rural hot water_cooking modern_d8,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_rural hot water_cooking modern_d9,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_rural hot water_cooking modern_d10,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_rural hot water_cooking modern_d1,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_rural hot water_cooking modern_d2,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_rural hot water_cooking modern_d3,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_rural hot water_cooking modern_d4,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_rural hot water_cooking modern_d5,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_rural hot water_cooking modern_d6,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_rural hot water_cooking modern_d7,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_rural hot water_cooking modern_d8,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_rural hot water_cooking modern_d9,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_rural hot water_cooking modern_d10,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_rural hot water_cooking modern_d1,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_rural hot water_cooking modern_d2,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_rural hot water_cooking modern_d3,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_rural hot water_cooking modern_d4,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_rural hot water_cooking modern_d5,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_rural hot water_cooking modern_d6,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_rural hot water_cooking modern_d7,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_rural hot water_cooking modern_d8,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_rural hot water_cooking modern_d9,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_rural hot water_cooking modern_d10,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_rural lighting modern_d1,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural lighting modern_d2,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural lighting modern_d3,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural lighting modern_d4,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural lighting modern_d5,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural lighting modern_d6,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural lighting modern_d7,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural lighting modern_d8,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural lighting modern_d9,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_rural lighting modern_d10,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban appliances modern_d1,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban appliances modern_d2,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban appliances modern_d3,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban appliances modern_d4,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban appliances modern_d5,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban appliances modern_d6,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban appliances modern_d7,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban appliances modern_d8,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban appliances modern_d9,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban appliances modern_d10,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban cooling modern_d1,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban cooling modern_d2,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban cooling modern_d3,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban cooling modern_d4,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban cooling modern_d5,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban cooling modern_d6,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban cooling modern_d7,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban cooling modern_d8,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban cooling modern_d9,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban cooling modern_d10,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban heating modern_d1,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d2,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d3,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d4,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d5,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d6,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d7,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d8,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d9,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d10,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d1,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d2,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d3,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d4,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d5,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d6,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d7,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d8,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d9,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d10,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d1,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,,,1
resid_urban heating modern_d2,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,,,1
resid_urban heating modern_d3,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,,,1
resid_urban heating modern_d4,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,,,1
resid_urban heating modern_d5,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,,,1
resid_urban heating modern_d6,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,,,1
resid_urban heating modern_d7,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,,,1
resid_urban heating modern_d8,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,,,1
resid_urban heating modern_d9,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,,,1
resid_urban heating modern_d10,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,,,1
resid_urban heating modern_d1,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban heating modern_d2,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban heating modern_d3,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban heating modern_d4,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban heating modern_d5,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban heating modern_d6,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban heating modern_d7,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban heating modern_d8,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban heating modern_d9,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban heating modern_d10,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban heating modern_d1,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban heating modern_d2,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban heating modern_d3,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban heating modern_d4,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban heating modern_d5,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban heating modern_d6,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban heating modern_d7,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban heating modern_d8,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban heating modern_d9,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban heating modern_d10,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban heating modern_d1,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban heating modern_d2,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban heating modern_d3,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban heating modern_d4,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban heating modern_d5,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban heating modern_d6,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban heating modern_d7,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban heating modern_d8,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban heating modern_d9,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban heating modern_d10,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban heating modern_d1,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d2,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d3,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d4,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d5,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d6,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d7,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d8,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d9,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban heating modern_d10,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban hot water_cooking modern_d1,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban hot water_cooking modern_d2,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban hot water_cooking modern_d3,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban hot water_cooking modern_d4,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban hot water_cooking modern_d5,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban hot water_cooking modern_d6,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban hot water_cooking modern_d7,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban hot water_cooking modern_d8,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban hot water_cooking modern_d9,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban hot water_cooking modern_d10,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential,Final Energy|Residential|Solids,,,,,,,1
resid_urban hot water_cooking modern_d1,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban hot water_cooking modern_d2,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban hot water_cooking modern_d3,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban hot water_cooking modern_d4,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban hot water_cooking modern_d5,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban hot water_cooking modern_d6,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban hot water_cooking modern_d7,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban hot water_cooking modern_d8,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban hot water_cooking modern_d9,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban hot water_cooking modern_d10,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban hot water_cooking modern_d1,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban hot water_cooking modern_d2,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban hot water_cooking modern_d3,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban hot water_cooking modern_d4,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban hot water_cooking modern_d5,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban hot water_cooking modern_d6,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban hot water_cooking modern_d7,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban hot water_cooking modern_d8,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban hot water_cooking modern_d9,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban hot water_cooking modern_d10,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,,,1
resid_urban hot water_cooking modern_d1,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban hot water_cooking modern_d2,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban hot water_cooking modern_d3,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban hot water_cooking modern_d4,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban hot water_cooking modern_d5,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban hot water_cooking modern_d6,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban hot water_cooking modern_d7,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban hot water_cooking modern_d8,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban hot water_cooking modern_d9,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban hot water_cooking modern_d10,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,,,1
resid_urban lighting modern_d1,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban lighting modern_d2,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban lighting modern_d3,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban lighting modern_d4,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban lighting modern_d5,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban lighting modern_d6,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
resid_urban lighting modern_d7,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,,,1
