region,supplysector,subsector,stub.technology,year,capacity.factor
GS,electricity,solar,CSP,2025,0.3518
GX,electricity,solar,CSP,2025,0.1619
GZ,electricity,solar,CSP,2025,0.1825
HA,electricity,solar,CSP,2025,0.1938
HB,electricity,solar,CSP,2025,0.1596
HE,electricity,solar,CSP,2025,0.2888
HI,electricity,solar,CSP,2025,0.2357
HL,electricity,solar,CSP,2025,0.2439
HN,electricity,solar,CSP,2025,0.1471
JL,electricity,solar,CSP,2025,0.2365
JS,electricity,solar,CSP,2025,0.2064
JX,electricity,solar,CSP,2025,0.1761
LN,electricity,solar,CSP,2025,0.2531
NM,electricity,solar,CSP,2025,0.3481
NX,electricity,solar,CSP,2025,0.343
QH,electricity,solar,CSP,2025,0.4579
SC,electricity,solar,CSP,2025,0.212
SD,electricity,solar,CSP,2025,0.2404
SH,electricity,solar,CSP,2025,0.1953
SN,electricity,solar,CSP,2025,0.2554
SX,electricity,solar,CSP,2025,0.3119
TJ,electricity,solar,CSP,2025,0.261
XJ,electricity,solar,CSP,2025,0.3255
XZ,electricity,solar,CSP,2025,0.5759
YN,electricity,solar,CSP,2025,0.3269
ZJ,electricity,solar,CSP,2025,0.1933
AH,electricity,wind,wind,2060,0.19
BJ,electricity,solar,CSP_storage,2025,0.5756
CQ,electricity,solar,CSP_storage,2025,0.2498
FJ,electricity,solar,CSP_storage,2025,0.3795
GD,electricity,solar,CSP_storage,2025,0.3376
GS,electricity,solar,CSP_storage,2025,0.6991
GX,electricity,solar,CSP_storage,2025,0.3218
GZ,electricity,solar,CSP_storage,2025,0.3627
HA,electricity,solar,CSP_storage,2025,0.3851
HB,electricity,solar,CSP_storage,2025,0.3171
HE,electricity,solar,CSP_storage,2025,0.5741
HI,electricity,solar,CSP_storage,2025,0.4686
HL,electricity,solar,CSP_storage,2025,0.4847
HN,electricity,solar,CSP_storage,2025,0.2923
JL,electricity,solar,CSP_storage,2025,0.4701
JS,electricity,solar,CSP_storage,2025,0.4102
JX,electricity,solar,CSP_storage,2025,0.35
LN,electricity,solar,CSP_storage,2025,0.503
NM,electricity,solar,CSP_storage,2025,0.6918
NX,electricity,solar,CSP_storage,2025,0.6817
QH,electricity,solar,CSP_storage,2025,0.9101
SC,electricity,solar,CSP_storage,2025,0.4214
SD,electricity,solar,CSP_storage,2025,0.4779
SH,electricity,solar,CSP_storage,2025,0.3882
SN,electricity,solar,CSP_storage,2025,0.5077
SX,electricity,solar,CSP_storage,2025,0.62
TJ,electricity,solar,CSP_storage,2025,0.5188
XJ,electricity,solar,CSP_storage,2025,0.647
XZ,electricity,solar,CSP_storage,2025,1.1447
YN,electricity,solar,CSP_storage,2025,0.6498
ZJ,electricity,solar,CSP_storage,2025,0.3842
AH,electricity,wind,wind,2065,0.19
BJ,electricity,solar,CSP,2030,0.2896
CQ,electricity,solar,CSP,2030,0.1257
FJ,electricity,solar,CSP,2030,0.1909
GD,electricity,solar,CSP,2030,0.1699
GS,electricity,solar,CSP,2030,0.3518
GX,electricity,solar,CSP,2030,0.1619
GZ,electricity,solar,CSP,2030,0.1825
HA,electricity,solar,CSP,2030,0.1938
HB,electricity,solar,CSP,2030,0.1596
HE,electricity,solar,CSP,2030,0.2888
HI,electricity,solar,CSP,2030,0.2357
HL,electricity,solar,CSP,2030,0.2439
HN,electricity,solar,CSP,2030,0.1471
JL,electricity,solar,CSP,2030,0.2365
JS,electricity,solar,CSP,2030,0.2064
JX,electricity,solar,CSP,2030,0.1761
LN,electricity,solar,CSP,2030,0.2531
NM,electricity,solar,CSP,2030,0.3481
NX,electricity,solar,CSP,2030,0.343
QH,electricity,solar,CSP,2030,0.4579
SC,electricity,solar,CSP,2030,0.212
SD,electricity,solar,CSP,2030,0.2404
SH,electricity,solar,CSP,2030,0.1953
SN,electricity,solar,CSP,2030,0.2554
SX,electricity,solar,CSP,2030,0.3119
TJ,electricity,solar,CSP,2030,0.261
XJ,electricity,solar,CSP,2030,0.3255
XZ,electricity,solar,CSP,2030,0.5759
YN,electricity,solar,CSP,2030,0.3269
ZJ,electricity,solar,CSP,2030,0.1933
AH,electricity,wind,wind,2070,0.19
BJ,electricity,solar,CSP_storage,2030,0.5756
CQ,electricity,solar,CSP_storage,2030,0.2498
FJ,electricity,solar,CSP_storage,2030,0.3795
GD,electricity,solar,CSP_storage,2030,0.3376
GS,electricity,solar,CSP_storage,2030,0.6991
GX,electricity,solar,CSP_storage,2030,0.3218
GZ,electricity,solar,CSP_storage,2030,0.3627
HA,electricity,solar,CSP_storage,2030,0.3851
HB,electricity,solar,CSP_storage,2030,0.3171
HE,electricity,solar,CSP_storage,2030,0.5741
HI,electricity,solar,CSP_storage,2030,0.4686
HL,electricity,solar,CSP_storage,2030,0.4847
HN,electricity,solar,CSP_storage,2030,0.2923
JL,electricity,solar,CSP_storage,2030,0.4701
JS,electricity,solar,CSP_storage,2030,0.4102
JX,electricity,solar,CSP_storage,2030,0.35
LN,electricity,solar,CSP_storage,2030,0.503
NM,electricity,solar,CSP_storage,2030,0.6918
NX,electricity,solar,CSP_storage,2030,0.6817
QH,electricity,solar,CSP_storage,2030,0.9101
SC,electricity,solar,CSP_storage,2030,0.4214
SD,electricity,solar,CSP_storage,2030,0.4779
SH,electricity,solar,CSP_storage,2030,0.3882
SN,electricity,solar,CSP_storage,2030,0.5077
SX,electricity,solar,CSP_storage,2030,0.62
TJ,electricity,solar,CSP_storage,2030,0.5188
XJ,electricity,solar,CSP_storage,2030,0.647
XZ,electricity,solar,CSP_storage,2030,1.1447
YN,electricity,solar,CSP_storage,2030,0.6498
ZJ,electricity,solar,CSP_storage,2030,0.3842
AH,electricity,wind,wind,2075,0.19
BJ,electricity,solar,CSP,2035,0.2896
CQ,electricity,solar,CSP,2035,0.1257
FJ,electricity,solar,CSP,2035,0.1909
GD,electricity,solar,CSP,2035,0.1699
GS,electricity,solar,CSP,2035,0.3518
GX,electricity,solar,CSP,2035,0.1619
GZ,electricity,solar,CSP,2035,0.1825
HA,electricity,solar,CSP,2035,0.1938
HB,electricity,solar,CSP,2035,0.1596
HE,electricity,solar,CSP,2035,0.2888
HI,electricity,solar,CSP,2035,0.2357
HL,electricity,solar,CSP,2035,0.2439
HN,electricity,solar,CSP,2035,0.1471
JL,electricity,solar,CSP,2035,0.2365
JS,electricity,solar,CSP,2035,0.2064
JX,electricity,solar,CSP,2035,0.1761
LN,electricity,solar,CSP,2035,0.2531
NM,electricity,solar,CSP,2035,0.3481
NX,electricity,solar,CSP,2035,0.343
QH,electricity,solar,CSP,2035,0.4579
SC,electricity,solar,CSP,2035,0.212
SD,electricity,solar,CSP,2035,0.2404
SH,electricity,solar,CSP,2035,0.1953
SN,electricity,solar,CSP,2035,0.2554
SX,electricity,solar,CSP,2035,0.3119
TJ,electricity,solar,CSP,2035,0.261
XJ,electricity,solar,CSP,2035,0.3255
XZ,electricity,solar,CSP,2035,0.5759
YN,electricity,solar,CSP,2035,0.3269
ZJ,electricity,solar,CSP,2035,0.1933
AH,electricity,wind,wind,2080,0.19
BJ,electricity,solar,CSP_storage,2035,0.5756
CQ,electricity,solar,CSP_storage,2035,0.2498
FJ,electricity,solar,CSP_storage,2035,0.3795
GD,electricity,solar,CSP_storage,2035,0.3376
GS,electricity,solar,CSP_storage,2035,0.6991
GX,electricity,solar,CSP_storage,2035,0.3218
GZ,electricity,solar,CSP_storage,2035,0.3627
HA,electricity,solar,CSP_storage,2035,0.3851
HB,electricity,solar,CSP_storage,2035,0.3171
HE,electricity,solar,CSP_storage,2035,0.5741
HI,electricity,solar,CSP_storage,2035,0.4686
HL,electricity,solar,CSP_storage,2035,0.4847
HN,electricity,solar,CSP_storage,2035,0.2923
JL,electricity,solar,CSP_storage,2035,0.4701
JS,electricity,solar,CSP_storage,2035,0.4102
JX,electricity,solar,CSP_storage,2035,0.35
LN,electricity,solar,CSP_storage,2035,0.503
NM,electricity,solar,CSP_storage,2035,0.6918
NX,electricity,solar,CSP_storage,2035,0.6817
QH,electricity,solar,CSP_storage,2035,0.9101
SC,electricity,solar,CSP_storage,2035,0.4214
SD,electricity,solar,CSP_storage,2035,0.4779
SH,electricity,solar,CSP_storage,2035,0.3882
SN,electricity,solar,CSP_storage,2035,0.5077
SX,electricity,solar,CSP_storage,2035,0.62
TJ,electricity,solar,CSP_storage,2035,0.5188
XJ,electricity,solar,CSP_storage,2035,0.647
XZ,electricity,solar,CSP_storage,2035,1.1447
YN,electricity,solar,CSP_storage,2035,0.6498
ZJ,electricity,solar,CSP_storage,2035,0.3842
AH,electricity,wind,wind,2085,0.19
BJ,electricity,solar,CSP,2040,0.2896
CQ,electricity,solar,CSP,2040,0.1257
FJ,electricity,solar,CSP,2040,0.1909
GD,electricity,solar,CSP,2040,0.1699
GS,electricity,solar,CSP,2040,0.3518
GX,electricity,solar,CSP,2040,0.1619
GZ,electricity,solar,CSP,2040,0.1825
HA,electricity,solar,CSP,2040,0.1938
HB,electricity,solar,CSP,2040,0.1596
HE,electricity,solar,CSP,2040,0.2888
HI,electricity,solar,CSP,2040,0.2357
HL,electricity,solar,CSP,2040,0.2439
HN,electricity,solar,CSP,2040,0.1471
JL,electricity,solar,CSP,2040,0.2365
JS,electricity,solar,CSP,2040,0.2064
JX,electricity,solar,CSP,2040,0.1761
LN,electricity,solar,CSP,2040,0.2531
NM,electricity,solar,CSP,2040,0.3481
NX,electricity,solar,CSP,2040,0.343
QH,electricity,solar,CSP,2040,0.4579
SC,electricity,solar,CSP,2040,0.212
SD,electricity,solar,CSP,2040,0.2404
SH,electricity,solar,CSP,2040,0.1953
SN,electricity,solar,CSP,2040,0.2554
SX,electricity,solar,CSP,2040,0.3119
TJ,electricity,solar,CSP,2040,0.261
XJ,electricity,solar,CSP,2040,0.3255
XZ,electricity,solar,CSP,2040,0.5759
YN,electricity,solar,CSP,2040,0.3269
ZJ,electricity,solar,CSP,2040,0.1933
AH,electricity,wind,wind,2090,0.19
BJ,electricity,solar,CSP_storage,2040,0.5756
CQ,electricity,solar,CSP_storage,2040,0.2498
FJ,electricity,solar,CSP_storage,2040,0.3795
GD,electricity,solar,CSP_storage,2040,0.3376
GS,electricity,solar,CSP_storage,2040,0.6991
GX,electricity,solar,CSP_storage,2040,0.3218
GZ,electricity,solar,CSP_storage,2040,0.3627
HA,electricity,solar,CSP_storage,2040,0.3851
HB,electricity,solar,CSP_storage,2040,0.3171
HE,electricity,solar,CSP_storage,2040,0.5741
HI,electricity,solar,CSP_storage,2040,0.4686
HL,electricity,solar,CSP_storage,2040,0.4847
HN,electricity,solar,CSP_storage,2040,0.2923
JL,electricity,solar,CSP_storage,2040,0.4701
JS,electricity,solar,CSP_storage,2040,0.4102
JX,electricity,solar,CSP_storage,2040,0.35
LN,electricity,solar,CSP_storage,2040,0.503
NM,electricity,solar,CSP_storage,2040,0.6918
NX,electricity,solar,CSP_storage,2040,0.6817
QH,electricity,solar,CSP_storage,2040,0.9101
SC,electricity,solar,CSP_storage,2040,0.4214
SD,electricity,solar,CSP_storage,2040,0.4779
SH,electricity,solar,CSP_storage,2040,0.3882
SN,electricity,solar,CSP_storage,2040,0.5077
SX,electricity,solar,CSP_storage,2040,0.62
TJ,electricity,solar,CSP_storage,2040,0.5188
XJ,electricity,solar,CSP_storage,2040,0.647
XZ,electricity,solar,CSP_storage,2040,1.1447
YN,electricity,solar,CSP_storage,2040,0.6498
ZJ,electricity,solar,CSP_storage,2040,0.3842
AH,electricity,wind,wind,2095,0.19
BJ,electricity,solar,CSP,2045,0.2896
CQ,electricity,solar,CSP,2045,0.1257
FJ,electricity,solar,CSP,2045,0.1909
GD,electricity,solar,CSP,2045,0.1699
GS,electricity,solar,CSP,2045,0.3518
GX,electricity,solar,CSP,2045,0.1619
GZ,electricity,solar,CSP,2045,0.1825
HA,electricity,solar,CSP,2045,0.1938
HB,electricity,solar,CSP,2045,0.1596
HE,electricity,solar,CSP,2045,0.2888
HI,electricity,solar,CSP,2045,0.2357
HL,electricity,solar,CSP,2045,0.2439
HN,electricity,solar,CSP,2045,0.1471
JL,electricity,solar,CSP,2045,0.2365
JS,electricity,solar,CSP,2045,0.2064
JX,electricity,solar,CSP,2045,0.1761
LN,electricity,solar,CSP,2045,0.2531
NM,electricity,solar,CSP,2045,0.3481
NX,electricity,solar,CSP,2045,0.343
QH,electricity,solar,CSP,2045,0.4579
SC,electricity,solar,CSP,2045,0.212
SD,electricity,solar,CSP,2045,0.2404
SH,electricity,solar,CSP,2045,0.1953
SN,electricity,solar,CSP,2045,0.2554
SX,electricity,solar,CSP,2045,0.3119
TJ,electricity,solar,CSP,2045,0.261
XJ,electricity,solar,CSP,2045,0.3255
XZ,electricity,solar,CSP,2045,0.5759
YN,electricity,solar,CSP,2045,0.3269
ZJ,electricity,solar,CSP,2045,0.1933
AH,electricity,wind,wind,2100,0.19
BJ,electricity,solar,CSP_storage,2045,0.5756
CQ,electricity,solar,CSP_storage,2045,0.2498
FJ,electricity,solar,CSP_storage,2045,0.3795
GD,electricity,solar,CSP_storage,2045,0.3376
GS,electricity,solar,CSP_storage,2045,0.6991
GX,electricity,solar,CSP_storage,2045,0.3218
GZ,electricity,solar,CSP_storage,2045,0.3627
HA,electricity,solar,CSP_storage,2045,0.3851
HB,electricity,solar,CSP_storage,2045,0.3171
HE,electricity,solar,CSP_storage,2045,0.5741
HI,electricity,solar,CSP_storage,2045,0.4686
HL,electricity,solar,CSP_storage,2045,0.4847
HN,electricity,solar,CSP_storage,2045,0.2923
JL,electricity,solar,CSP_storage,2045,0.4701
JS,electricity,solar,CSP_storage,2045,0.4102
JX,electricity,solar,CSP_storage,2045,0.35
LN,electricity,solar,CSP_storage,2045,0.503
NM,electricity,solar,CSP_storage,2045,0.6918
NX,electricity,solar,CSP_storage,2045,0.6817
QH,electricity,solar,CSP_storage,2045,0.9101
SC,electricity,solar,CSP_storage,2045,0.4214
SD,electricity,solar,CSP_storage,2045,0.4779
SH,electricity,solar,CSP_storage,2045,0.3882
SN,electricity,solar,CSP_storage,2045,0.5077
SX,electricity,solar,CSP_storage,2045,0.62
TJ,electricity,solar,CSP_storage,2045,0.5188
XJ,electricity,solar,CSP_storage,2045,0.647
XZ,electricity,solar,CSP_storage,2045,1.1447
YN,electricity,solar,CSP_storage,2045,0.6498
ZJ,electricity,solar,CSP_storage,2045,0.3842
AH,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275
BJ,electricity,solar,CSP,2050,0.2896
CQ,electricity,solar,CSP,2050,0.1257
FJ,electricity,solar,CSP,2050,0.1909
GD,electricity,solar,CSP,2050,0.1699
GS,electricity,solar,CSP,2050,0.3518
GX,electricity,solar,CSP,2050,0.1619
GZ,electricity,solar,CSP,2050,0.1825
HA,electricity,solar,CSP,2050,0.1938
HB,electricity,solar,CSP,2050,0.1596
HE,electricity,solar,CSP,2050,0.2888
HI,electricity,solar,CSP,2050,0.2357
HL,electricity,solar,CSP,2050,0.2439
HN,electricity,solar,CSP,2050,0.1471
JL,electricity,solar,CSP,2050,0.2365
JS,electricity,solar,CSP,2050,0.2064
JX,electricity,solar,CSP,2050,0.1761
LN,electricity,solar,CSP,2050,0.2531
NM,electricity,solar,CSP,2050,0.3481
NX,electricity,solar,CSP,2050,0.343
QH,electricity,solar,CSP,2050,0.4579
SC,electricity,solar,CSP,2050,0.212
SD,electricity,solar,CSP,2050,0.2404
SH,electricity,solar,CSP,2050,0.1953
SN,electricity,solar,CSP,2050,0.2554
SX,electricity,solar,CSP,2050,0.3119
TJ,electricity,solar,CSP,2050,0.261
XJ,electricity,solar,CSP,2050,0.3255
XZ,electricity,solar,CSP,2050,0.5759
YN,electricity,solar,CSP,2050,0.3269
ZJ,electricity,solar,CSP,2050,0.1933
BJ,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275
BJ,electricity,solar,CSP_storage,2050,0.5756
CQ,electricity,solar,CSP_storage,2050,0.2498
FJ,electricity,solar,CSP_storage,2050,0.3795
GD,electricity,solar,CSP_storage,2050,0.3376
GS,electricity,solar,CSP_storage,2050,0.6991
GX,electricity,solar,CSP_storage,2050,0.3218
GZ,electricity,solar,CSP_storage,2050,0.3627
HA,electricity,solar,CSP_storage,2050,0.3851
HB,electricity,solar,CSP_storage,2050,0.3171
HE,electricity,solar,CSP_storage,2050,0.5741
HI,electricity,solar,CSP_storage,2050,0.4686
HL,electricity,solar,CSP_storage,2050,0.4847
HN,electricity,solar,CSP_storage,2050,0.2923
JL,electricity,solar,CSP_storage,2050,0.4701
JS,electricity,solar,CSP_storage,2050,0.4102
JX,electricity,solar,CSP_storage,2050,0.35
LN,electricity,solar,CSP_storage,2050,0.503
NM,electricity,solar,CSP_storage,2050,0.6918
NX,electricity,solar,CSP_storage,2050,0.6817
QH,electricity,solar,CSP_storage,2050,0.9101
SC,electricity,solar,CSP_storage,2050,0.4214
SD,electricity,solar,CSP_storage,2050,0.4779
SH,electricity,solar,CSP_storage,2050,0.3882
SN,electricity,solar,CSP_storage,2050,0.5077
SX,electricity,solar,CSP_storage,2050,0.62
TJ,electricity,solar,CSP_storage,2050,0.5188
XJ,electricity,solar,CSP_storage,2050,0.647
XZ,electricity,solar,CSP_storage,2050,1.1447
YN,electricity,solar,CSP_storage,2050,0.6498
ZJ,electricity,solar,CSP_storage,2050,0.3842
CQ,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275
BJ,electricity,solar,CSP,2055,0.2896
CQ,electricity,solar,CSP,2055,0.1257
FJ,electricity,solar,CSP,2055,0.1909
GD,electricity,solar,CSP,2055,0.1699
GS,electricity,solar,CSP,2055,0.3518
GX,electricity,solar,CSP,2055,0.1619
GZ,electricity,solar,CSP,2055,0.1825
HA,electricity,solar,CSP,2055,0.1938
HB,electricity,solar,CSP,2055,0.1596
HE,electricity,solar,CSP,2055,0.2888
HI,electricity,solar,CSP,2055,0.2357
HL,electricity,solar,CSP,2055,0.2439
HN,electricity,solar,CSP,2055,0.1471
JL,electricity,solar,CSP,2055,0.2365
JS,electricity,solar,CSP,2055,0.2064
JX,electricity,solar,CSP,2055,0.1761
LN,electricity,solar,CSP,2055,0.2531
NM,electricity,solar,CSP,2055,0.3481
NX,electricity,solar,CSP,2055,0.343
QH,electricity,solar,CSP,2055,0.4579
SC,electricity,solar,CSP,2055,0.212
SD,electricity,solar,CSP,2055,0.2404
SH,electricity,solar,CSP,2055,0.1953
SN,electricity,solar,CSP,2055,0.2554
SX,electricity,solar,CSP,2055,0.3119
TJ,electricity,solar,CSP,2055,0.261
XJ,electricity,solar,CSP,2055,0.3255
XZ,electricity,solar,CSP,2055,0.5759
YN,electricity,solar,CSP,2055,0.3269
ZJ,electricity,solar,CSP,2055,0.1933
FJ,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275
BJ,electricity,solar,CSP_storage,2055,0.5756
CQ,electricity,solar,CSP_storage,2055,0.2498
FJ,electricity,solar,CSP_storage,2055,0.3795
GD,electricity,solar,CSP_storage,2055,0.3376
GS,electricity,solar,CSP_storage,2055,0.6991
GX,electricity,solar,CSP_storage,2055,0.3218
GZ,electricity,solar,CSP_storage,2055,0.3627
HA,electricity,solar,CSP_storage,2055,0.3851
HB,electricity,solar,CSP_storage,2055,0.3171
HE,electricity,solar,CSP_storage,2055,0.5741
HI,electricity,solar,CSP_storage,2055,0.4686
HL,electricity,solar,CSP_storage,2055,0.4847
HN,electricity,solar,CSP_storage,2055,0.2923
JL,electricity,solar,CSP_storage,2055,0.4701
JS,electricity,solar,CSP_storage,2055,0.4102
JX,electricity,solar,CSP_storage,2055,0.35
LN,electricity,solar,CSP_storage,2055,0.503
NM,electricity,solar,CSP_storage,2055,0.6918
NX,electricity,solar,CSP_storage,2055,0.6817
QH,electricity,solar,CSP_storage,2055,0.9101
SC,electricity,solar,CSP_storage,2055,0.4214
SD,electricity,solar,CSP_storage,2055,0.4779
SH,electricity,solar,CSP_storage,2055,0.3882
SN,electricity,solar,CSP_storage,2055,0.5077
SX,electricity,solar,CSP_storage,2055,0.62
TJ,electricity,solar,CSP_storage,2055,0.5188
XJ,electricity,solar,CSP_storage,2055,0.647
XZ,electricity,solar,CSP_storage,2055,1.1447
YN,electricity,solar,CSP_storage,2055,0.6498
ZJ,electricity,solar,CSP_storage,2055,0.3842
GD,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275
BJ,electricity,solar,CSP,2060,0.2896
CQ,electricity,solar,CSP,2060,0.1257
FJ,electricity,solar,CSP,2060,0.1909
GD,electricity,solar,CSP,2060,0.1699
GS,electricity,solar,CSP,2060,0.3518
GX,electricity,solar,CSP,2060,0.1619
GZ,electricity,solar,CSP,2060,0.1825
HA,electricity,solar,CSP,2060,0.1938
HB,electricity,solar,CSP,2060,0.1596
HE,electricity,solar,CSP,2060,0.2888
HI,electricity,solar,CSP,2060,0.2357
HL,electricity,solar,CSP,2060,0.2439
HN,electricity,solar,CSP,2060,0.1471
JL,electricity,solar,CSP,2060,0.2365
JS,electricity,solar,CSP,2060,0.2064
JX,electricity,solar,CSP,2060,0.1761
LN,electricity,solar,CSP,2060,0.2531
NM,electricity,solar,CSP,2060,0.3481
NX,electricity,solar,CSP,2060,0.343
QH,electricity,solar,CSP,2060,0.4579
SC,electricity,solar,CSP,2060,0.212
SD,electricity,solar,CSP,2060,0.2404
SH,electricity,solar,CSP,2060,0.1953
SN,electricity,solar,CSP,2060,0.2554
SX,electricity,solar,CSP,2060,0.3119
TJ,electricity,solar,CSP,2060,0.261
XJ,electricity,solar,CSP,2060,0.3255
XZ,electricity,solar,CSP,2060,0.5759
YN,electricity,solar,CSP,2060,0.3269
ZJ,electricity,solar,CSP,2060,0.1933
GS,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275
BJ,electricity,solar,CSP_storage,2060,0.5756
CQ,electricity,solar,CSP_storage,2060,0.2498
FJ,electricity,solar,CSP_storage,2060,0.3795
GD,electricity,solar,CSP_storage,2060,0.3376
GS,electricity,solar,CSP_storage,2060,0.6991
GX,electricity,solar,CSP_storage,2060,0.3218
GZ,electricity,solar,CSP_storage,2060,0.3627
HA,electricity,solar,CSP_storage,2060,0.3851
HB,electricity,solar,CSP_storage,2060,0.3171
HE,electricity,solar,CSP_storage,2060,0.5741
HI,electricity,solar,CSP_storage,2060,0.4686
HL,electricity,solar,CSP_storage,2060,0.4847
HN,electricity,solar,CSP_storage,2060,0.2923
JL,electricity,solar,CSP_storage,2060,0.4701
JS,electricity,solar,CSP_storage,2060,0.4102
JX,electricity,solar,CSP_storage,2060,0.35
LN,electricity,solar,CSP_storage,2060,0.503
NM,electricity,solar,CSP_storage,2060,0.6918
NX,electricity,solar,CSP_storage,2060,0.6817
QH,electricity,solar,CSP_storage,2060,0.9101
SC,electricity,solar,CSP_storage,2060,0.4214
SD,electricity,solar,CSP_storage,2060,0.4779
SH,electricity,solar,CSP_storage,2060,0.3882
SN,electricity,solar,CSP_storage,2060,0.5077
SX,electricity,solar,CSP_storage,2060,0.62
TJ,electricity,solar,CSP_storage,2060,0.5188
XJ,electricity,solar,CSP_storage,2060,0.647
XZ,electricity,solar,CSP_storage,2060,1.1447
YN,electricity,solar,CSP_storage,2060,0.6498
ZJ,electricity,solar,CSP_storage,2060,0.3842
GX,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275
BJ,electricity,solar,CSP,2065,0.2896
CQ,electricity,solar,CSP,2065,0.1257
FJ,electricity,solar,CSP,2065,0.1909
GD,electricity,solar,CSP,2065,0.1699
GS,electricity,solar,CSP,2065,0.3518
GX,electricity,solar,CSP,2065,0.1619
GZ,electricity,solar,CSP,2065,0.1825
HA,electricity,solar,CSP,2065,0.1938
HB,electricity,solar,CSP,2065,0.1596
HE,electricity,solar,CSP,2065,0.2888
HI,electricity,solar,CSP,2065,0.2357
HL,electricity,solar,CSP,2065,0.2439
HN,electricity,solar,CSP,2065,0.1471
JL,electricity,solar,CSP,2065,0.2365
JS,electricity,solar,CSP,2065,0.2064
JX,electricity,solar,CSP,2065,0.1761
