region,supplysector,subsector,stub.technology,year,capacity.factor
FJ,electricity,wind,wind_storage,2015,0.29
GD,electricity,wind,wind_storage,2015,0.3
GS,electricity,wind,wind_storage,2015,0.4
GX,electricity,wind,wind_storage,2015,0.22
GZ,electricity,wind,wind_storage,2015,0.34
HA,electricity,wind,wind_storage,2015,0.17
HB,electricity,wind,wind_storage,2015,0.24
HE,electricity,wind,wind_storage,2015,0.34
HI,electricity,wind,wind_storage,2015,0.38
HL,electricity,wind,wind_storage,2015,0.21
HN,electricity,wind,wind_storage,2015,0.27
JL,electricity,wind,wind_storage,2015,0.38
JS,electricity,wind,wind_storage,2015,0.29
JX,electricity,wind,wind_storage,2015,0.39
LN,electricity,wind,wind_storage,2015,0.29
NM,electricity,wind,wind_storage,2015,0.21
NX,electricity,wind,wind_storage,2015,0.18
QH,electricity,wind,wind_storage,2015,0.28
SC,electricity,wind,wind_storage,2015,0.23
SD,electricity,wind,wind_storage,2015,0.27
SH,electricity,wind,wind_storage,2015,0.24
SN,electricity,wind,wind_storage,2015,0.36
SX,electricity,wind,wind_storage,2015,0.23
TJ,electricity,wind,wind_storage,2015,0.27
XJ,electricity,wind,wind_storage,2015,0.32
XZ,electricity,wind,wind_storage,2015,0.29
YN,electricity,wind,wind_storage,2015,0.26
ZJ,electricity,wind,wind_storage,2015,0.32
XJ,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275
BJ,electricity,wind,wind_storage,2020,0.22
CQ,electricity,wind,wind_storage,2020,0.45
FJ,electricity,wind,wind_storage,2020,0.29
GD,electricity,wind,wind_storage,2020,0.3
GS,electricity,wind,wind_storage,2020,0.4
GX,electricity,wind,wind_storage,2020,0.22
GZ,electricity,wind,wind_storage,2020,0.34
HA,electricity,wind,wind_storage,2020,0.17
HB,electricity,wind,wind_storage,2020,0.24
HE,electricity,wind,wind_storage,2020,0.34
HI,electricity,wind,wind_storage,2020,0.38
HL,electricity,wind,wind_storage,2020,0.21
HN,electricity,wind,wind_storage,2020,0.27
JL,electricity,wind,wind_storage,2020,0.38
JS,electricity,wind,wind_storage,2020,0.29
JX,electricity,wind,wind_storage,2020,0.39
LN,electricity,wind,wind_storage,2020,0.29
NM,electricity,wind,wind_storage,2020,0.21
NX,electricity,wind,wind_storage,2020,0.18
QH,electricity,wind,wind_storage,2020,0.28
SC,electricity,wind,wind_storage,2020,0.23
SD,electricity,wind,wind_storage,2020,0.27
SH,electricity,wind,wind_storage,2020,0.24
SN,electricity,wind,wind_storage,2020,0.36
SX,electricity,wind,wind_storage,2020,0.23
TJ,electricity,wind,wind_storage,2020,0.27
XJ,electricity,wind,wind_storage,2020,0.32
XZ,electricity,wind,wind_storage,2020,0.29
YN,electricity,wind,wind_storage,2020,0.26
ZJ,electricity,wind,wind_storage,2020,0.32
XZ,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275
BJ,electricity,wind,wind_storage,2025,0.22
CQ,electricity,wind,wind_storage,2025,0.45
FJ,electricity,wind,wind_storage,2025,0.29
GD,electricity,wind,wind_storage,2025,0.3
GS,electricity,wind,wind_storage,2025,0.4
GX,electricity,wind,wind_storage,2025,0.22
GZ,electricity,wind,wind_storage,2025,0.34
HA,electricity,wind,wind_storage,2025,0.17
HB,electricity,wind,wind_storage,2025,0.24
HE,electricity,wind,wind_storage,2025,0.34
HI,electricity,wind,wind_storage,2025,0.38
HL,electricity,wind,wind_storage,2025,0.21
HN,electricity,wind,wind_storage,2025,0.27
JL,electricity,wind,wind_storage,2025,0.38
JS,electricity,wind,wind_storage,2025,0.29
JX,electricity,wind,wind_storage,2025,0.39
LN,electricity,wind,wind_storage,2025,0.29
NM,electricity,wind,wind_storage,2025,0.21
NX,electricity,wind,wind_storage,2025,0.18
QH,electricity,wind,wind_storage,2025,0.28
SC,electricity,wind,wind_storage,2025,0.23
SD,electricity,wind,wind_storage,2025,0.27
SH,electricity,wind,wind_storage,2025,0.24
SN,electricity,wind,wind_storage,2025,0.36
SX,electricity,wind,wind_storage,2025,0.23
TJ,electricity,wind,wind_storage,2025,0.27
XJ,electricity,wind,wind_storage,2025,0.32
XZ,electricity,wind,wind_storage,2025,0.29
YN,electricity,wind,wind_storage,2025,0.26
ZJ,electricity,wind,wind_storage,2025,0.32
YN,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275
BJ,electricity,wind,wind_storage,2030,0.22
CQ,electricity,wind,wind_storage,2030,0.45
FJ,electricity,wind,wind_storage,2030,0.29
GD,electricity,wind,wind_storage,2030,0.3
GS,electricity,wind,wind_storage,2030,0.4
GX,electricity,wind,wind_storage,2030,0.22
GZ,electricity,wind,wind_storage,2030,0.34
HA,electricity,wind,wind_storage,2030,0.17
HB,electricity,wind,wind_storage,2030,0.24
HE,electricity,wind,wind_storage,2030,0.34
HI,electricity,wind,wind_storage,2030,0.38
HL,electricity,wind,wind_storage,2030,0.21
HN,electricity,wind,wind_storage,2030,0.27
JL,electricity,wind,wind_storage,2030,0.38
JS,electricity,wind,wind_storage,2030,0.29
JX,electricity,wind,wind_storage,2030,0.39
LN,electricity,wind,wind_storage,2030,0.29
NM,electricity,wind,wind_storage,2030,0.21
NX,electricity,wind,wind_storage,2030,0.18
QH,electricity,wind,wind_storage,2030,0.28
SC,electricity,wind,wind_storage,2030,0.23
SD,electricity,wind,wind_storage,2030,0.27
SH,electricity,wind,wind_storage,2030,0.24
SN,electricity,wind,wind_storage,2030,0.36
SX,electricity,wind,wind_storage,2030,0.23
TJ,electricity,wind,wind_storage,2030,0.27
XJ,electricity,wind,wind_storage,2030,0.32
XZ,electricity,wind,wind_storage,2030,0.29
YN,electricity,wind,wind_storage,2030,0.26
ZJ,electricity,wind,wind_storage,2030,0.32
ZJ,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.203902275
BJ,electricity,wind,wind_storage,2035,0.22
CQ,electricity,wind,wind_storage,2035,0.45
FJ,electricity,wind,wind_storage,2035,0.29
GD,electricity,wind,wind_storage,2035,0.3
GS,electricity,wind,wind_storage,2035,0.4
GX,electricity,wind,wind_storage,2035,0.22
GZ,electricity,wind,wind_storage,2035,0.34
HA,electricity,wind,wind_storage,2035,0.17
HB,electricity,wind,wind_storage,2035,0.24
HE,electricity,wind,wind_storage,2035,0.34
HI,electricity,wind,wind_storage,2035,0.38
HL,electricity,wind,wind_storage,2035,0.21
HN,electricity,wind,wind_storage,2035,0.27
JL,electricity,wind,wind_storage,2035,0.38
JS,electricity,wind,wind_storage,2035,0.29
JX,electricity,wind,wind_storage,2035,0.39
LN,electricity,wind,wind_storage,2035,0.29
NM,electricity,wind,wind_storage,2035,0.21
NX,electricity,wind,wind_storage,2035,0.18
QH,electricity,wind,wind_storage,2035,0.28
SC,electricity,wind,wind_storage,2035,0.23
SD,electricity,wind,wind_storage,2035,0.27
SH,electricity,wind,wind_storage,2035,0.24
SN,electricity,wind,wind_storage,2035,0.36
SX,electricity,wind,wind_storage,2035,0.23
TJ,electricity,wind,wind_storage,2035,0.27
XJ,electricity,wind,wind_storage,2035,0.32
XZ,electricity,wind,wind_storage,2035,0.29
YN,electricity,wind,wind_storage,2035,0.26
ZJ,electricity,wind,wind_storage,2035,0.32
AH,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2040,0.22
CQ,electricity,wind,wind_storage,2040,0.45
FJ,electricity,wind,wind_storage,2040,0.29
GD,electricity,wind,wind_storage,2040,0.3
GS,electricity,wind,wind_storage,2040,0.4
GX,electricity,wind,wind_storage,2040,0.22
GZ,electricity,wind,wind_storage,2040,0.34
HA,electricity,wind,wind_storage,2040,0.17
HB,electricity,wind,wind_storage,2040,0.24
HE,electricity,wind,wind_storage,2040,0.34
HI,electricity,wind,wind_storage,2040,0.38
HL,electricity,wind,wind_storage,2040,0.21
HN,electricity,wind,wind_storage,2040,0.27
JL,electricity,wind,wind_storage,2040,0.38
JS,electricity,wind,wind_storage,2040,0.29
JX,electricity,wind,wind_storage,2040,0.39
LN,electricity,wind,wind_storage,2040,0.29
NM,electricity,wind,wind_storage,2040,0.21
NX,electricity,wind,wind_storage,2040,0.18
QH,electricity,wind,wind_storage,2040,0.28
SC,electricity,wind,wind_storage,2040,0.23
SD,electricity,wind,wind_storage,2040,0.27
SH,electricity,wind,wind_storage,2040,0.24
SN,electricity,wind,wind_storage,2040,0.36
SX,electricity,wind,wind_storage,2040,0.23
TJ,electricity,wind,wind_storage,2040,0.27
XJ,electricity,wind,wind_storage,2040,0.32
XZ,electricity,wind,wind_storage,2040,0.29
YN,electricity,wind,wind_storage,2040,0.26
ZJ,electricity,wind,wind_storage,2040,0.32
BJ,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2045,0.22
CQ,electricity,wind,wind_storage,2045,0.45
FJ,electricity,wind,wind_storage,2045,0.29
GD,electricity,wind,wind_storage,2045,0.3
GS,electricity,wind,wind_storage,2045,0.4
GX,electricity,wind,wind_storage,2045,0.22
GZ,electricity,wind,wind_storage,2045,0.34
HA,electricity,wind,wind_storage,2045,0.17
HB,electricity,wind,wind_storage,2045,0.24
HE,electricity,wind,wind_storage,2045,0.34
HI,electricity,wind,wind_storage,2045,0.38
HL,electricity,wind,wind_storage,2045,0.21
HN,electricity,wind,wind_storage,2045,0.27
JL,electricity,wind,wind_storage,2045,0.38
JS,electricity,wind,wind_storage,2045,0.29
JX,electricity,wind,wind_storage,2045,0.39
LN,electricity,wind,wind_storage,2045,0.29
NM,electricity,wind,wind_storage,2045,0.21
NX,electricity,wind,wind_storage,2045,0.18
QH,electricity,wind,wind_storage,2045,0.28
SC,electricity,wind,wind_storage,2045,0.23
SD,electricity,wind,wind_storage,2045,0.27
SH,electricity,wind,wind_storage,2045,0.24
SN,electricity,wind,wind_storage,2045,0.36
SX,electricity,wind,wind_storage,2045,0.23
TJ,electricity,wind,wind_storage,2045,0.27
XJ,electricity,wind,wind_storage,2045,0.32
XZ,electricity,wind,wind_storage,2045,0.29
YN,electricity,wind,wind_storage,2045,0.26
ZJ,electricity,wind,wind_storage,2045,0.32
CQ,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2050,0.22
CQ,electricity,wind,wind_storage,2050,0.45
FJ,electricity,wind,wind_storage,2050,0.29
GD,electricity,wind,wind_storage,2050,0.3
GS,electricity,wind,wind_storage,2050,0.4
GX,electricity,wind,wind_storage,2050,0.22
GZ,electricity,wind,wind_storage,2050,0.34
HA,electricity,wind,wind_storage,2050,0.17
HB,electricity,wind,wind_storage,2050,0.24
HE,electricity,wind,wind_storage,2050,0.34
HI,electricity,wind,wind_storage,2050,0.38
HL,electricity,wind,wind_storage,2050,0.21
HN,electricity,wind,wind_storage,2050,0.27
JL,electricity,wind,wind_storage,2050,0.38
JS,electricity,wind,wind_storage,2050,0.29
JX,electricity,wind,wind_storage,2050,0.39
LN,electricity,wind,wind_storage,2050,0.29
NM,electricity,wind,wind_storage,2050,0.21
NX,electricity,wind,wind_storage,2050,0.18
QH,electricity,wind,wind_storage,2050,0.28
SC,electricity,wind,wind_storage,2050,0.23
SD,electricity,wind,wind_storage,2050,0.27
SH,electricity,wind,wind_storage,2050,0.24
SN,electricity,wind,wind_storage,2050,0.36
SX,electricity,wind,wind_storage,2050,0.23
TJ,electricity,wind,wind_storage,2050,0.27
XJ,electricity,wind,wind_storage,2050,0.32
XZ,electricity,wind,wind_storage,2050,0.29
YN,electricity,wind,wind_storage,2050,0.26
ZJ,electricity,wind,wind_storage,2050,0.32
FJ,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2055,0.22
CQ,electricity,wind,wind_storage,2055,0.45
FJ,electricity,wind,wind_storage,2055,0.29
GD,electricity,wind,wind_storage,2055,0.3
GS,electricity,wind,wind_storage,2055,0.4
GX,electricity,wind,wind_storage,2055,0.22
GZ,electricity,wind,wind_storage,2055,0.34
HA,electricity,wind,wind_storage,2055,0.17
HB,electricity,wind,wind_storage,2055,0.24
HE,electricity,wind,wind_storage,2055,0.34
HI,electricity,wind,wind_storage,2055,0.38
HL,electricity,wind,wind_storage,2055,0.21
HN,electricity,wind,wind_storage,2055,0.27
JL,electricity,wind,wind_storage,2055,0.38
JS,electricity,wind,wind_storage,2055,0.29
JX,electricity,wind,wind_storage,2055,0.39
LN,electricity,wind,wind_storage,2055,0.29
NM,electricity,wind,wind_storage,2055,0.21
NX,electricity,wind,wind_storage,2055,0.18
QH,electricity,wind,wind_storage,2055,0.28
SC,electricity,wind,wind_storage,2055,0.23
SD,electricity,wind,wind_storage,2055,0.27
SH,electricity,wind,wind_storage,2055,0.24
SN,electricity,wind,wind_storage,2055,0.36
SX,electricity,wind,wind_storage,2055,0.23
TJ,electricity,wind,wind_storage,2055,0.27
XJ,electricity,wind,wind_storage,2055,0.32
XZ,electricity,wind,wind_storage,2055,0.29
YN,electricity,wind,wind_storage,2055,0.26
ZJ,electricity,wind,wind_storage,2055,0.32
GD,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2060,0.22
CQ,electricity,wind,wind_storage,2060,0.45
FJ,electricity,wind,wind_storage,2060,0.29
GD,electricity,wind,wind_storage,2060,0.3
GS,electricity,wind,wind_storage,2060,0.4
GX,electricity,wind,wind_storage,2060,0.22
GZ,electricity,wind,wind_storage,2060,0.34
HA,electricity,wind,wind_storage,2060,0.17
HB,electricity,wind,wind_storage,2060,0.24
HE,electricity,wind,wind_storage,2060,0.34
HI,electricity,wind,wind_storage,2060,0.38
HL,electricity,wind,wind_storage,2060,0.21
HN,electricity,wind,wind_storage,2060,0.27
JL,electricity,wind,wind_storage,2060,0.38
JS,electricity,wind,wind_storage,2060,0.29
JX,electricity,wind,wind_storage,2060,0.39
LN,electricity,wind,wind_storage,2060,0.29
NM,electricity,wind,wind_storage,2060,0.21
NX,electricity,wind,wind_storage,2060,0.18
QH,electricity,wind,wind_storage,2060,0.28
SC,electricity,wind,wind_storage,2060,0.23
SD,electricity,wind,wind_storage,2060,0.27
SH,electricity,wind,wind_storage,2060,0.24
SN,electricity,wind,wind_storage,2060,0.36
SX,electricity,wind,wind_storage,2060,0.23
TJ,electricity,wind,wind_storage,2060,0.27
XJ,electricity,wind,wind_storage,2060,0.32
XZ,electricity,wind,wind_storage,2060,0.29
YN,electricity,wind,wind_storage,2060,0.26
ZJ,electricity,wind,wind_storage,2060,0.32
GS,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2065,0.22
CQ,electricity,wind,wind_storage,2065,0.45
FJ,electricity,wind,wind_storage,2065,0.29
GD,electricity,wind,wind_storage,2065,0.3
GS,electricity,wind,wind_storage,2065,0.4
GX,electricity,wind,wind_storage,2065,0.22
GZ,electricity,wind,wind_storage,2065,0.34
HA,electricity,wind,wind_storage,2065,0.17
HB,electricity,wind,wind_storage,2065,0.24
HE,electricity,wind,wind_storage,2065,0.34
HI,electricity,wind,wind_storage,2065,0.38
HL,electricity,wind,wind_storage,2065,0.21
HN,electricity,wind,wind_storage,2065,0.27
JL,electricity,wind,wind_storage,2065,0.38
JS,electricity,wind,wind_storage,2065,0.29
JX,electricity,wind,wind_storage,2065,0.39
LN,electricity,wind,wind_storage,2065,0.29
NM,electricity,wind,wind_storage,2065,0.21
NX,electricity,wind,wind_storage,2065,0.18
QH,electricity,wind,wind_storage,2065,0.28
SC,electricity,wind,wind_storage,2065,0.23
SD,electricity,wind,wind_storage,2065,0.27
SH,electricity,wind,wind_storage,2065,0.24
SN,electricity,wind,wind_storage,2065,0.36
SX,electricity,wind,wind_storage,2065,0.23
TJ,electricity,wind,wind_storage,2065,0.27
XJ,electricity,wind,wind_storage,2065,0.32
XZ,electricity,wind,wind_storage,2065,0.29
YN,electricity,wind,wind_storage,2065,0.26
ZJ,electricity,wind,wind_storage,2065,0.32
GX,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2070,0.22
CQ,electricity,wind,wind_storage,2070,0.45
FJ,electricity,wind,wind_storage,2070,0.29
GD,electricity,wind,wind_storage,2070,0.3
GS,electricity,wind,wind_storage,2070,0.4
GX,electricity,wind,wind_storage,2070,0.22
GZ,electricity,wind,wind_storage,2070,0.34
HA,electricity,wind,wind_storage,2070,0.17
HB,electricity,wind,wind_storage,2070,0.24
HE,electricity,wind,wind_storage,2070,0.34
HI,electricity,wind,wind_storage,2070,0.38
HL,electricity,wind,wind_storage,2070,0.21
HN,electricity,wind,wind_storage,2070,0.27
JL,electricity,wind,wind_storage,2070,0.38
JS,electricity,wind,wind_storage,2070,0.29
JX,electricity,wind,wind_storage,2070,0.39
LN,electricity,wind,wind_storage,2070,0.29
NM,electricity,wind,wind_storage,2070,0.21
NX,electricity,wind,wind_storage,2070,0.18
QH,electricity,wind,wind_storage,2070,0.28
SC,electricity,wind,wind_storage,2070,0.23
SD,electricity,wind,wind_storage,2070,0.27
SH,electricity,wind,wind_storage,2070,0.24
SN,electricity,wind,wind_storage,2070,0.36
SX,electricity,wind,wind_storage,2070,0.23
TJ,electricity,wind,wind_storage,2070,0.27
XJ,electricity,wind,wind_storage,2070,0.32
XZ,electricity,wind,wind_storage,2070,0.29
YN,electricity,wind,wind_storage,2070,0.26
ZJ,electricity,wind,wind_storage,2070,0.32
GZ,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2075,0.22
CQ,electricity,wind,wind_storage,2075,0.45
FJ,electricity,wind,wind_storage,2075,0.29
GD,electricity,wind,wind_storage,2075,0.3
GS,electricity,wind,wind_storage,2075,0.4
GX,electricity,wind,wind_storage,2075,0.22
GZ,electricity,wind,wind_storage,2075,0.34
HA,electricity,wind,wind_storage,2075,0.17
HB,electricity,wind,wind_storage,2075,0.24
HE,electricity,wind,wind_storage,2075,0.34
HI,electricity,wind,wind_storage,2075,0.38
HL,electricity,wind,wind_storage,2075,0.21
HN,electricity,wind,wind_storage,2075,0.27
JL,electricity,wind,wind_storage,2075,0.38
JS,electricity,wind,wind_storage,2075,0.29
JX,electricity,wind,wind_storage,2075,0.39
LN,electricity,wind,wind_storage,2075,0.29
NM,electricity,wind,wind_storage,2075,0.21
NX,electricity,wind,wind_storage,2075,0.18
QH,electricity,wind,wind_storage,2075,0.28
SC,electricity,wind,wind_storage,2075,0.23
SD,electricity,wind,wind_storage,2075,0.27
SH,electricity,wind,wind_storage,2075,0.24
SN,electricity,wind,wind_storage,2075,0.36
SX,electricity,wind,wind_storage,2075,0.23
TJ,electricity,wind,wind_storage,2075,0.27
XJ,electricity,wind,wind_storage,2075,0.32
XZ,electricity,wind,wind_storage,2075,0.29
YN,electricity,wind,wind_storage,2075,0.26
ZJ,electricity,wind,wind_storage,2075,0.32
HA,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2080,0.22
CQ,electricity,wind,wind_storage,2080,0.45
FJ,electricity,wind,wind_storage,2080,0.29
GD,electricity,wind,wind_storage,2080,0.3
GS,electricity,wind,wind_storage,2080,0.4
GX,electricity,wind,wind_storage,2080,0.22
GZ,electricity,wind,wind_storage,2080,0.34
HA,electricity,wind,wind_storage,2080,0.17
HB,electricity,wind,wind_storage,2080,0.24
HE,electricity,wind,wind_storage,2080,0.34
HI,electricity,wind,wind_storage,2080,0.38
HL,electricity,wind,wind_storage,2080,0.21
HN,electricity,wind,wind_storage,2080,0.27
JL,electricity,wind,wind_storage,2080,0.38
JS,electricity,wind,wind_storage,2080,0.29
JX,electricity,wind,wind_storage,2080,0.39
LN,electricity,wind,wind_storage,2080,0.29
NM,electricity,wind,wind_storage,2080,0.21
NX,electricity,wind,wind_storage,2080,0.18
QH,electricity,wind,wind_storage,2080,0.28
SC,electricity,wind,wind_storage,2080,0.23
SD,electricity,wind,wind_storage,2080,0.27
SH,electricity,wind,wind_storage,2080,0.24
SN,electricity,wind,wind_storage,2080,0.36
SX,electricity,wind,wind_storage,2080,0.23
TJ,electricity,wind,wind_storage,2080,0.27
XJ,electricity,wind,wind_storage,2080,0.32
XZ,electricity,wind,wind_storage,2080,0.29
YN,electricity,wind,wind_storage,2080,0.26
ZJ,electricity,wind,wind_storage,2080,0.32
HB,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2085,0.22
CQ,electricity,wind,wind_storage,2085,0.45
FJ,electricity,wind,wind_storage,2085,0.29
GD,electricity,wind,wind_storage,2085,0.3
GS,electricity,wind,wind_storage,2085,0.4
GX,electricity,wind,wind_storage,2085,0.22
GZ,electricity,wind,wind_storage,2085,0.34
HA,electricity,wind,wind_storage,2085,0.17
HB,electricity,wind,wind_storage,2085,0.24
HE,electricity,wind,wind_storage,2085,0.34
HI,electricity,wind,wind_storage,2085,0.38
HL,electricity,wind,wind_storage,2085,0.21
HN,electricity,wind,wind_storage,2085,0.27
JL,electricity,wind,wind_storage,2085,0.38
JS,electricity,wind,wind_storage,2085,0.29
JX,electricity,wind,wind_storage,2085,0.39
LN,electricity,wind,wind_storage,2085,0.29
NM,electricity,wind,wind_storage,2085,0.21
NX,electricity,wind,wind_storage,2085,0.18
QH,electricity,wind,wind_storage,2085,0.28
SC,electricity,wind,wind_storage,2085,0.23
SD,electricity,wind,wind_storage,2085,0.27
SH,electricity,wind,wind_storage,2085,0.24
SN,electricity,wind,wind_storage,2085,0.36
SX,electricity,wind,wind_storage,2085,0.23
TJ,electricity,wind,wind_storage,2085,0.27
XJ,electricity,wind,wind_storage,2085,0.32
XZ,electricity,wind,wind_storage,2085,0.29
YN,electricity,wind,wind_storage,2085,0.26
ZJ,electricity,wind,wind_storage,2085,0.32
HE,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2090,0.22
CQ,electricity,wind,wind_storage,2090,0.45
FJ,electricity,wind,wind_storage,2090,0.29
GD,electricity,wind,wind_storage,2090,0.3
GS,electricity,wind,wind_storage,2090,0.4
GX,electricity,wind,wind_storage,2090,0.22
GZ,electricity,wind,wind_storage,2090,0.34
HA,electricity,wind,wind_storage,2090,0.17
HB,electricity,wind,wind_storage,2090,0.24
HE,electricity,wind,wind_storage,2090,0.34
HI,electricity,wind,wind_storage,2090,0.38
HL,electricity,wind,wind_storage,2090,0.21
HN,electricity,wind,wind_storage,2090,0.27
JL,electricity,wind,wind_storage,2090,0.38
JS,electricity,wind,wind_storage,2090,0.29
JX,electricity,wind,wind_storage,2090,0.39
LN,electricity,wind,wind_storage,2090,0.29
NM,electricity,wind,wind_storage,2090,0.21
NX,electricity,wind,wind_storage,2090,0.18
QH,electricity,wind,wind_storage,2090,0.28
SC,electricity,wind,wind_storage,2090,0.23
SD,electricity,wind,wind_storage,2090,0.27
SH,electricity,wind,wind_storage,2090,0.24
SN,electricity,wind,wind_storage,2090,0.36
SX,electricity,wind,wind_storage,2090,0.23
TJ,electricity,wind,wind_storage,2090,0.27
XJ,electricity,wind,wind_storage,2090,0.32
XZ,electricity,wind,wind_storage,2090,0.29
YN,electricity,wind,wind_storage,2090,0.26
ZJ,electricity,wind,wind_storage,2090,0.32
HI,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2095,0.22
CQ,electricity,wind,wind_storage,2095,0.45
FJ,electricity,wind,wind_storage,2095,0.29
GD,electricity,wind,wind_storage,2095,0.3
GS,electricity,wind,wind_storage,2095,0.4
GX,electricity,wind,wind_storage,2095,0.22
GZ,electricity,wind,wind_storage,2095,0.34
HA,electricity,wind,wind_storage,2095,0.17
HB,electricity,wind,wind_storage,2095,0.24
HE,electricity,wind,wind_storage,2095,0.34
HI,electricity,wind,wind_storage,2095,0.38
HL,electricity,wind,wind_storage,2095,0.21
HN,electricity,wind,wind_storage,2095,0.27
JL,electricity,wind,wind_storage,2095,0.38
JS,electricity,wind,wind_storage,2095,0.29
JX,electricity,wind,wind_storage,2095,0.39
LN,electricity,wind,wind_storage,2095,0.29
NM,electricity,wind,wind_storage,2095,0.21
NX,electricity,wind,wind_storage,2095,0.18
QH,electricity,wind,wind_storage,2095,0.28
SC,electricity,wind,wind_storage,2095,0.23
SD,electricity,wind,wind_storage,2095,0.27
SH,electricity,wind,wind_storage,2095,0.24
SN,electricity,wind,wind_storage,2095,0.36
SX,electricity,wind,wind_storage,2095,0.23
TJ,electricity,wind,wind_storage,2095,0.27
XJ,electricity,wind,wind_storage,2095,0.32
XZ,electricity,wind,wind_storage,2095,0.29
YN,electricity,wind,wind_storage,2095,0.26
ZJ,electricity,wind,wind_storage,2095,0.32
HL,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind_storage,2100,0.22
CQ,electricity,wind,wind_storage,2100,0.45
FJ,electricity,wind,wind_storage,2100,0.29
GD,electricity,wind,wind_storage,2100,0.3
GS,electricity,wind,wind_storage,2100,0.4
GX,electricity,wind,wind_storage,2100,0.22
GZ,electricity,wind,wind_storage,2100,0.34
HA,electricity,wind,wind_storage,2100,0.17
HB,electricity,wind,wind_storage,2100,0.24
HE,electricity,wind,wind_storage,2100,0.34
HI,electricity,wind,wind_storage,2100,0.38
HL,electricity,wind,wind_storage,2100,0.21
HN,electricity,wind,wind_storage,2100,0.27
JL,electricity,wind,wind_storage,2100,0.38
JS,electricity,wind,wind_storage,2100,0.29
JX,electricity,wind,wind_storage,2100,0.39
LN,electricity,wind,wind_storage,2100,0.29
NM,electricity,wind,wind_storage,2100,0.21
NX,electricity,wind,wind_storage,2100,0.18
QH,electricity,wind,wind_storage,2100,0.28
SC,electricity,wind,wind_storage,2100,0.23
SD,electricity,wind,wind_storage,2100,0.27
SH,electricity,wind,wind_storage,2100,0.24
SN,electricity,wind,wind_storage,2100,0.36
SX,electricity,wind,wind_storage,2100,0.23
TJ,electricity,wind,wind_storage,2100,0.27
XJ,electricity,wind,wind_storage,2100,0.32
XZ,electricity,wind,wind_storage,2100,0.29
YN,electricity,wind,wind_storage,2100,0.26
ZJ,electricity,wind,wind_storage,2100,0.32
HN,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,1975,0.22
CQ,electricity,wind,wind,1975,0.45
FJ,electricity,wind,wind,1975,0.29
GD,electricity,wind,wind,1975,0.3
GS,electricity,wind,wind,1975,0.4
GX,electricity,wind,wind,1975,0.22
GZ,electricity,wind,wind,1975,0.34
HA,electricity,wind,wind,1975,0.17
HB,electricity,wind,wind,1975,0.24
HE,electricity,wind,wind,1975,0.34
HI,electricity,wind,wind,1975,0.38
HL,electricity,wind,wind,1975,0.21
HN,electricity,wind,wind,1975,0.27
JL,electricity,wind,wind,1975,0.38
JS,electricity,wind,wind,1975,0.29
JX,electricity,wind,wind,1975,0.39
LN,electricity,wind,wind,1975,0.29
NM,electricity,wind,wind,1975,0.21
NX,electricity,wind,wind,1975,0.18
QH,electricity,wind,wind,1975,0.28
SC,electricity,wind,wind,1975,0.23
SD,electricity,wind,wind,1975,0.27
SH,electricity,wind,wind,1975,0.24
SN,electricity,wind,wind,1975,0.36
SX,electricity,wind,wind,1975,0.23
TJ,electricity,wind,wind,1975,0.27
XJ,electricity,wind,wind,1975,0.32
XZ,electricity,wind,wind,1975,0.29
YN,electricity,wind,wind,1975,0.26
ZJ,electricity,wind,wind,1975,0.32
JL,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.203902275
BJ,electricity,wind,wind,1990,0.22
CQ,electricity,wind,wind,1990,0.45
FJ,electricity,wind,wind,1990,0.29
GD,electricity,wind,wind,1990,0.3
GS,electricity,wind,wind,1990,0.4
GX,electricity,wind,wind,1990,0.22
