region,technology,year,vintage,mapping,subsector,market,sector,input,ghg,resource,scenario,fuel
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,aluminum,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Beef,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,cement,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Corn,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Dairy,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,DDGS and feedcakes,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,FeedCrops,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,FiberCrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,FodderGrass,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,FodderHerb_Residue,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Fruits,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Legumes,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,MiscCrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,NonFoodDemand_Crops,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,NonFoodDemand_Meat,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,NutsSeeds,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,OilCrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,OilPalm,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,OtherGrain,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,paper,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Pasture,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Pasture_FodderGrass,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Pork,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Poultry,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional beef,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional corn,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional dairy,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional fibercrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional fruits,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional iron and steel,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional legumes,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional misccrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional nuts_seeds,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional oilcrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional oilpalm,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional othergrain,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional pork,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional poultry,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional rice,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional root_tuber,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional sheepgoat,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional soybean,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional sugarcrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional vegetables,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional wheat,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Rice,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,RootTuber,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Scavenging_Other,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,SheepGoat,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Soybean,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,SugarCrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total beef,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total corn,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total dairy,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total fibercrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total fruits,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total legumes,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total misccrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total nuts_seeds,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total oilcrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total oilpalm,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total othergrain,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total pork,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total poultry,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total rice,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total root_tuber,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total sheepgoat,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total soybean,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total sugarcrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total vegetables,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,total wheat,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Vegetables,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Wheat,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded beef,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded beefDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded corn,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded cornDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded dairy,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded dairyDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded fibercrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded fibercropDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded fruits,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded fruitsDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded iron and steel,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded iron and steelDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded legumes,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded legumesDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded misccrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded misccropDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded nuts_seeds,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded nuts_seedsDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded oilcrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded oilcropDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded oilpalm,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded oilpalmDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded othergrain,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded othergrainDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded pork,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded porkDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded poultry,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded poultryDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded rice,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded riceDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded root_tuber,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded root_tuberDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded sheepgoat,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded sheepgoatDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded soybean,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded soybeanDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded sugarcrop,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded sugarcropDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded vegetables,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded vegetablesDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded wheat,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded wheatDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,N fertilizer,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,ammonia,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional ammonia,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded ammonia,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded ammoniaDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,Forest,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,NonFoodDemand_sawnwood,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional industrial_roundwood,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional sawnwood,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded industrial_roundwood,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded industrial_roundwoodDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded sawnwood,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded sawnwoodDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,food processing,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,FoodDemand_NonStaples,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,FoodDemand_Staples,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional woodpulp,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded woodpulp,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,traded woodpulpDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_aviation_intl,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_pass,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_pass_road,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_pass_road_LDV,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_pass_road_LDV_4W,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,carbon-storage,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,onshore carbon-storage,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_freight,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_freight_road,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_freight_roadDemand_int,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_shipping_intl,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,agricultural energy use-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,aluminum-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,cement-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,chemical-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,comm-internal-gains-trial-market-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,construction-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,mining energy use-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,NonFoodDemand_Crops-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,NonFoodDemand_Meat-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,NonFoodDemand_sawnwood-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,other industry-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,paper-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,regional iron and steel-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,resid-internal-gains-trial-market-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_aviation_intl-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_freight-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_pass-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,trn_shipping_intl-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,urban processes-tfe,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,GDP_Trial,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,UnmanagedLand,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,solar-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,wind-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,FoodDemand_NonStaples-budget-fraction-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,FoodDemand_Staples-budget-fraction-trial-supply,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,industrial processes,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,urban processes,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globalbio_externality_cost,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globalFodderHerb,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globalglobal solar resource,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globallimestone,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globalmisc emissions sources,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globalnegative_emiss_budget,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globaloffshore carbon-storage,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globaloil-credits,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globalOtherMeat_Fish,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globalResidue,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globalScavenging_Other_Rsrc,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globalscrap,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globalunconventional oil upscaling,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,energy_price_map_vGCAMChina7.1,NA,globaluranium,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,final_energy_map_vGCAMChina7.1,NA,NA,iron and steel,scrap-constraint,NA,NA,NA,NA
NA,NA,NA,NA,final_energy_map_vGCAMChina7.1,NA,NA,process heat food processing,solar,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,agricultural energy use,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,construction energy use,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,construction feedstocks,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,mining energy use,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,other industrial energy use,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,other industrial feedstocks,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,process heat cement,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,process heat food processing,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,waste biomass for paper,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,process heat paper,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,construction,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,coke,NA,NA,NA,NA,NA
NA,NA,NA,NA,production_map_vGCAMChina7.1,NA,NA,food processing,NA,NA,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,Corn,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,FiberCrop,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,Fruits,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,H2 liquid truck,NA,H2,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,H2 pipeline,NA,H2,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,H2 wholesale dispensing,NA,H2,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,Legumes,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,MiscCrop,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,NutsSeeds,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,OilCrop,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,OilPalm,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,OtherGrain,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,Rice,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,RootTuber,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,Soybean,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,SugarCrop,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,UnmanagedLand,NA,H2,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,Vegetables,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,NA,NA,Wheat,NA,H2_AWB,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,ForestFire,NA,UnmanagedLand,NA,H2,NA,NA,NA
NA,NA,NA,NA,nonco2_emis_sector_map_vGCAMChina7.1,GrasslandFires,NA,UnmanagedLand,NA,H2,NA,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,bio_externality_cost,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,biomass,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,distributed_solar,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,geothermal,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,global solar resource,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,offshore wind resource,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,onshore wind resource,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,traditional biomass,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,solar pv resource,NA,NA
NA,NA,NA,NA,res_extraction_map_vGCAMChina7.1,NA,NA,NA,NA,NA,DDGS and feedcakes,NA,NA
